room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
5283203,1412,4273917,Entire home/apt,,Lake Tahoe,,Lake Tahoe,8,5.0,12,5.0,,660.0,,Clearview 5BR Panoramic Lake Views & Hot Tub!,2017-06-29 19:54:15.723049,39.147896,-120.163018,0101000020E610000032AA0CE36E0A5EC0C89A9141EE924340
16041265,1412,103992685,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,9,3.0,,520.0,,"LUXURY Tahoe Vista home, family rm w/ ping pong, walk 2 bch & great park!",2017-06-29 19:53:57.423926,39.24139,-120.059226,0101000020E6100000AA44D95BCA035EC06DCA15DEE59E4340
720707,1412,9286303,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,6,3.0,,581.0,,Golden Lakeview Home,2017-06-29 19:53:41.399463,39.245697,-119.92874,0101000020E61000002C9FE57970FB5DC0D7DCD1FF729F4340
16041175,1412,103992685,Entire home/apt,,Lake Tahoe,,Lake Tahoe,2,0.0,10,4.0,,606.0,,"LOVELY professionally decorated Dollar Pt home, Hot Tub, Pool,Tennis, Beach",2017-06-29 19:53:37.346034,39.193781,-120.103031,0101000020E610000059DE550F98065EC008CBD8D0CD984340
9276152,1412,37075960,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,10,3.0,,605.0,,Sierra Vista,2017-06-29 19:53:29.458848,39.1085,-120.17101,0101000020E61000007E52EDD3F10A5EC0D9CEF753E38D4340
9167072,1412,47194993,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,5.0,6,3.0,,592.0,,West Shore Luxury Cottage - 3 BDR,2017-06-29 19:53:14.491884,39.094531,-120.165031,0101000020E6100000E0F42EDE8F0A5EC0A6BA8097198C4340
15286808,1412,16176744,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,9,3.0,,360.0,,2044 Venice Dr,2017-06-29 19:46:27.133032,38.926762,-120.013248,0101000020E610000032AF230ED9005EC078962023A0764340
19586592,1412,125685478,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,8,3.0,,375.0,,NEW! 3BR South Lake Tahoe House w/Hot Tub & Views!,2017-06-29 19:23:30.559911,38.854119,-119.997844,0101000020E6100000A1A014ADDCFF5DC034F279C5536D4340
15929538,1412,86748234,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,10,3.0,,197.0,,3BR South Lake Tahoe House Minutes from Lake!,2017-06-29 18:45:43.571086,38.927223,-120.008089,0101000020E6100000459DB98784005EC0AC8C463EAF764340
7599051,1412,35395321,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,2,0.0,,199.0,,Wolves Den,2017-06-29 18:45:38.219892,38.940526,-119.973651,0101000020E6100000EFAD484C50FE5DC0D384ED2763784340
19431780,1412,58081927,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,8,3.0,,181.0,,Angora Cabin,2017-06-29 18:45:38.208286,38.936834,-119.958292,0101000020E61000002E01F8A754FD5DC0F3E32F2DEA774340
1759854,1412,4142748,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,1.0,,190.0,,"1 BEDROOM LUXURY CONDO, LAKE TAHOE",2017-06-29 18:45:35.976395,38.939257,-119.978246,0101000020E6100000575C1C959BFE5DC000C5C89239784340
15286838,1412,58081927,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,8,3.0,,185.0,,Tahoe Marina Shores,2017-06-29 18:45:35.950582,38.935065,-120.006083,0101000020E6100000F183F3A963005EC02F51BD35B0774340
10048590,1412,50521917,Entire home/apt,,Lake Tahoe,,Lake Tahoe,6,4.5,10,3.0,,199.0,,Inviting 3BR South Lake Tahoe Home,2017-06-29 18:45:30.875156,38.926689,-120.005748,0101000020E61000001D01DC2C5E005EC00F48C2BE9D764340
15286815,1412,16176744,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,5.0,6,2.0,,194.0,,3692 Larch,2017-06-29 18:45:26.136899,38.944664,-119.951915,0101000020E61000009964E42CECFC5DC0B2DAFCBFEA784340
17021661,1412,41183272,Entire home/apt,,Lake Tahoe,,Lake Tahoe,3,5.0,6,2.0,,189.0,,Tahoe Keys Mountain Condo w/ Dock,2017-06-29 18:45:21.729854,38.937095,-120.004274,0101000020E6100000478E740646005EC0601F9DBAF2774340
6506790,1412,33934636,Entire home/apt,,Lake Tahoe,,Lake Tahoe,30,4.5,6,2.0,,199.0,,Tahoe Vista Lakeview Apt 2 Bdrm - for 6+,2017-06-29 18:44:46.906774,39.241903,-120.058512,0101000020E61000001B9B1DA9BE035EC0F3E670ADF69E4340
8607293,1412,31148752,Entire home/apt,,Lake Tahoe,,Lake Tahoe,6,5.0,8,3.0,,199.0,,Rustic-Modern Cabin in the Pines,2017-06-29 18:44:26.558115,39.099204,-120.168494,0101000020E61000009FE40E9BC80A5EC0F2D077B7B28C4340
17847268,1412,112015082,Entire home/apt,,Lake Tahoe,,Lake Tahoe,3,4.5,12,4.0,,183.0,,New Condo with a Pool Table and Private Hot Tub,2017-06-29 18:44:21.401611,38.920501,-119.997825,0101000020E61000006688635DDCFF5DC0B8770DFAD2754340
19504179,1412,47125932,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,3.0,,199.0,,"Mountain ranch, open floor plan, quiet street",2017-06-29 18:44:18.155160,39.198471,-120.107494,0101000020E61000000AA1832EE1065EC02A1A6B7F67994340
2751899,1412,14077169,Entire home/apt,,Lake Tahoe,,Lake Tahoe,57,5.0,6,2.0,,186.0,,Heavenly Tahoe Condo (Ski-in/out),2017-06-29 18:44:16.854266,38.938172,-119.94003,0101000020E610000091D0967329FC5DC0EF02250516784340
7557644,1412,39615104,Entire home/apt,,Lake Tahoe,,Lake Tahoe,28,5.0,8,2.0,,190.0,,Lakeview Lodge  At Rocky Point Nest,2017-06-29 18:44:10.352139,38.946674,-119.94114,0101000020E6100000473D44A33BFC5DC09CFC169D2C794340
5144891,1412,26598591,Entire home/apt,,Lake Tahoe,,Lake Tahoe,28,4.5,8,3.0,,198.0,,Cabin-By-Lake & World Class Skiing!,2017-06-29 18:44:08.261976,38.93654,-119.950108,0101000020E6100000C0EAC891CEFC5DC0ABB2EF8AE0774340
11089186,1412,10595328,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,4.0,8,3.0,,155.0,,Lake Tahoe Zephyr Cove Resort 3BR,2017-06-29 18:34:01.595043,38.982619,-119.944527,0101000020E610000018CC5F2173FC5DC0D0B69A75C67D4340
11068281,1412,16597757,Entire home/apt,,Lake Tahoe,,Lake Tahoe,3,5.0,6,2.0,,149.0,,LAKE TAHOE LUXURY 2 BDRM (SLEEPS6),2017-06-29 18:34:01.592313,38.981826,-119.944324,0101000020E6100000FC34EECD6FFC5DC0662E7079AC7D4340
16475639,1412,103104686,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,2.0,,127.0,,Cozy 2BR South Lake Tahoe Cabin w/Fireplace,2017-06-29 18:30:05.790543,38.91888,-119.977485,0101000020E610000028D53E1D8FFE5DC068791EDC9D754340
10031996,1412,50521917,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,8,3.0,,125.0,,3BR + Loft South Lake Tahoe Cabin,2017-06-29 18:30:05.786841,38.927037,-119.963539,0101000020E6100000EA5A7B9FAAFD5DC04A97FE25A9764340
18658923,1412,129595169,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,2.0,,129.0,,Emerald Bay Charming Cabin,2017-06-29 18:29:56.319583,38.90368,-119.999428,0101000020E61000003AADDBA0F6FF5DC04F0647C9AB734340
19573679,1412,137562520,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,5,2.0,,129.0,,Charming Mountain Cottage in Lake Tahoe,2017-06-29 18:29:55.068153,38.8645,-120.013324,0101000020E61000001F10E84CDA005EC02DB29DEFA76E4340
11078944,1412,16597757,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,5.0,6,2.0,,129.0,,SO LAKE TAHOE 2BEDROOM HEAVENLY APT,2017-06-29 18:29:36.480324,38.972272,-119.888322,0101000020E61000004F948444DAF85DC08368AD68737C4340
16871361,1412,111814568,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,5,2.0,,134.0,,Dollar Hill II Family Townhome,2017-06-29 18:29:01.758462,39.190024,-120.109697,0101000020E610000009DE904605075EC041BAD8B452984340
10449278,1412,30787515,Entire home/apt,,Lake Tahoe,,Lake Tahoe,7,5.0,4,1.0,,109.0,,Lake Tahoe Vacation Resort-1 bdrm*,2017-06-29 18:28:51.580419,38.948858,-119.957966,0101000020E6100000842BA0504FFD5DC02446CF2D74794340
10518609,1412,30787515,Entire home/apt,,Lake Tahoe,,Lake Tahoe,11,5.0,4,1.0,,119.0,,Lake Tahoe Vacation Resort-1 bdrm .,2017-06-29 18:28:50.099047,38.950346,-119.956243,0101000020E6100000DA01D71533FD5DC035F10EF0A4794340
19270710,1412,111814852,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,12,3.0,,109.0,,Sun Swirl House,2017-06-29 18:28:49.109078,39.241856,-120.01978,0101000020E61000005A47551344015EC0B22B2D23F59E4340
18910281,1412,58081927,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,3.0,,115.0,,Altomare's Bavarian Village,2017-06-29 18:28:47.185630,38.942949,-119.960509,0101000020E6100000E0A0BDFA78FD5DC0E065868DB2784340
8217650,1412,9296727,Entire home/apt,,Lake Tahoe,,Lake Tahoe,5,4.5,4,1.0,,110.0,,1 Bed Wyndham Lake Tahoe III,2017-06-29 18:28:45.372952,38.972628,-119.888581,0101000020E610000035B6D782DEF85DC0429605137F7C4340
18698313,1412,112015082,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,4,2.0,,107.0,,Remodeled Lakeview 2BR—Pool/Hot Tub,2017-06-29 18:28:42.134044,38.96891,-119.890944,0101000020E610000051A4FB3905F95DC039622D3E057C4340
13542739,1412,7452793,Entire home/apt,,Lake Tahoe,,Lake Tahoe,8,4.5,4,0.0,,114.0,,Great Lodge Style Resort Accommodation on Lake Stu,2017-06-29 18:28:42.124683,38.948809,-119.958203,0101000020E610000076FBAC3253FD5DC04293C49272794340
3012231,1412,4965992,Entire home/apt,,Lake Tahoe,,Lake Tahoe,27,5.0,9,3.0,,109.0,,Chamberlands Beach Octagon Hideaway,2017-06-29 18:28:40.753395,39.077486,-120.157561,0101000020E61000000188BB7A150A5EC0EDF2AD0FEB894340
2933623,1412,2936531,Entire home/apt,,Lake Tahoe,,Lake Tahoe,91,4.5,5,1.0,,120.0,,Keys Apartment (pet friendly),2017-06-29 18:28:38.878141,38.920307,-120.002657,0101000020E6100000C00644882B005EC0D3A3A99ECC754340
13076227,1412,17217870,Entire home/apt,,Lake Tahoe,,Lake Tahoe,26,5.0,2,1.0,,105.0,,Lovely Tahoe Keys condo w/ marina view & boat slip,2017-06-29 18:28:36.962257,38.933348,-120.004602,0101000020E6100000C2DF2F664B005EC0BDE47FF277774340
443746,1412,2199915,Entire home/apt,,Lake Tahoe,,Lake Tahoe,94,4.5,4,2.0,,102.0,,Cozy Tahoe Cabin Near Keys w/ wifi,2017-06-29 18:28:32.155066,38.923798,-120.014405,0101000020E610000087F9F202EC005EC01B0E4B033F764340
815198,1412,4282775,Entire home/apt,,Lake Tahoe,,Lake Tahoe,214,5.0,4,1.0,,100.0,,Private Studio Close to Tahoe City,2017-06-29 18:28:32.146708,39.193524,-120.108719,0101000020E61000000B5D8940F5065EC0DC7EF964C5984340
16814655,1412,876283,Entire home/apt,,Lake Tahoe,,Lake Tahoe,3,5.0,4,1.0,,105.0,,Marriott Timber Lodge 1BR Villa,2017-06-29 18:28:32.142152,38.957948,-119.942671,0101000020E6100000CFF8BEB854FC5DC062A2410A9E7A4340
17139329,1412,30535238,Entire home/apt,,Lake Tahoe,,Lake Tahoe,12,5.0,4,1.0,,119.0,,Incline Village Private Condo for up to 4 guests,2017-06-29 18:28:32.139180,39.247342,-119.933986,0101000020E6100000003B376DC6FB5DC0B07614E7A89F4340
7886572,1412,1429574,Entire home/apt,,Lake Tahoe,,Lake Tahoe,76,5.0,6,2.0,,110.0,,Tahoe City 2bd/1.5ba ski condo.,2017-06-29 18:28:32.136134,39.190472,-120.108399,0101000020E6100000D3FA5B02F0065EC0E066F16261984340
12537998,1412,21697260,Entire home/apt,,Lake Tahoe,,Lake Tahoe,92,5.0,4,1.0,,107.0,,Quiet 1 Bdrm walk to beach & trails,2017-06-29 18:28:32.132962,39.242777,-120.02742,0101000020E610000068D0D03FC1015EC0499C1551139F4340
12273887,1412,65824229,Entire home/apt,,Lake Tahoe,,Lake Tahoe,57,5.0,6,2.0,,108.0,,Cozy cabin just steps to the water,2017-06-29 18:28:32.124768,38.94261,-119.980817,0101000020E61000001897AAB4C5FE5DC0F870C971A7784340
7791792,1412,1486969,Entire home/apt,,Lake Tahoe,,Lake Tahoe,99,5.0,8,2.0,,110.0,,5 min to Heavenly/Lake/Stateline,2017-06-29 18:28:32.112079,38.94449,-119.949254,0101000020E61000003866D993C0FC5DC014B35E0CE5784340
11739854,1412,31214940,Entire home/apt,,Lake Tahoe,,Lake Tahoe,8,5.0,4,0.0,,99.0,,Lake Tahoe Vacation Resort- Studio,2017-06-29 18:28:29.050060,38.950696,-119.956769,0101000020E6100000E7340BB43BFD5DC011381268B0794340
15234402,1412,58081927,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,2.0,,97.0,,Pyramid Peak,2017-06-29 18:28:29.031780,38.855705,-120.002246,0101000020E6100000FF2268CC24005EC00803CFBD876D4340
1782460,1412,9356358,Entire home/apt,,Lake Tahoe,,Lake Tahoe,10,4.5,2,0.0,,99.0,,Spectacular Tahoe Lake Vacation Rental,2017-06-29 18:28:26.586038,38.947966,-119.960152,0101000020E610000018CC5F2173FD5DC027DC2BF356794340
2081523,1412,2664948,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,4,1.0,,99.0,,Lake Tahoe  Spring Break!,2017-06-29 18:28:26.572967,38.950086,-119.949853,0101000020E61000007BC03C64CAFC5DC09831056B9C794340
13915930,1412,77606360,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,6,2.0,,99.0,,WYNDHAM 2 BEDROOM CONDO SOUTH SHORE,2017-06-29 18:28:26.555759,38.983308,-119.945845,0101000020E6100000738577B988FC5DC095F25A09DD7D4340
12883100,1412,52651623,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,6,2.0,,99.0,,Club Tahoe Incline Village NV,2017-06-29 18:28:24.663049,39.25297,-119.950851,0101000020E61000009C1727BEDAFC5DC03F6F2A5261A04340
15986422,1412,22551916,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,5,3.0,,90.0,,Perfectly Located Cozy (yet sleeps five),2017-06-29 18:28:22.788107,39.241105,-120.075035,0101000020E61000008BC3995FCD045EC077F35487DC9E4340
11525222,1412,52323098,Entire home/apt,,Lake Tahoe,,Lake Tahoe,26,4.5,2,0.0,,99.0,,Studio Apt. W/Kitch Near Resorts,2017-06-29 18:28:22.785548,39.217279,-120.094585,0101000020E61000004C6C3EAE0D065EC0C58D5BCCCF9B4340
14353110,1412,87973615,Entire home/apt,,Lake Tahoe,,Lake Tahoe,15,5.0,3,1.0,,85.0,,Serenity in the tree tops,2017-06-29 18:28:20.290424,38.852805,-120.019849,0101000020E6100000EE76BD3445015EC0C16ED8B6286D4340
16227179,1412,61727446,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,5.0,2,0.0,,85.0,,Kings Beach Studio Sanctuary,2017-06-29 18:28:19.255642,39.242141,-120.026343,0101000020E6100000A0DE8C9AAF015EC0A702EE79FE9E4340
18096632,1412,90997365,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,5.0,4,1.0,,98.0,,The Closest Thing To Everything Unit B,2017-06-29 18:28:17.278465,38.958231,-119.944519,0101000020E6100000D7DCD1FF72FC5DC0B6813B50A77A4340
3890661,1412,20130105,Entire home/apt,,Lake Tahoe,,Lake Tahoe,90,4.5,4,1.0,,95.0,,Unique spacious loft near the Hyatt,2017-06-29 18:28:17.263213,39.237697,-119.939865,0101000020E6100000EC6987BF26FC5DC0BCADF4DA6C9E4340
2010559,1412,10346055,Entire home/apt,,Lake Tahoe,,Lake Tahoe,32,5.0,2,1.0,,98.0,,Immaculate Apartment,2017-06-29 18:28:16.265293,39.192743,-120.113342,0101000020E6100000D9D0CDFE40075EC037C478CDAB984340
9760461,1412,34646339,Entire home/apt,,Lake Tahoe,,Lake Tahoe,31,4.5,4,1.0,,99.0,,Paradise Cabin,2017-06-29 18:28:16.262190,38.947707,-119.958348,0101000020E6100000F88BD99255FD5DC05B9885764E794340
4104082,1412,21056680,Entire home/apt,,Lake Tahoe,,Lake Tahoe,108,5.0,2,1.0,,82.0,,Millennium Cottage,2017-06-29 18:28:16.244161,38.94873,-119.954663,0101000020E6100000E1ECD63219FD5DC0F65D11FC6F794340
3231310,1412,16187865,Entire home/apt,,Lake Tahoe,,Lake Tahoe,78,4.5,4,1.0,,85.0,,Cozy 1 Bedroom in a GREAT location!,2017-06-29 18:28:14.090095,38.948251,-119.952497,0101000020E61000007022FAB5F5FC5DC01CB3EC4960794340
13157525,1412,49797953,Entire home/apt,,Lake Tahoe,,Lake Tahoe,3,4.5,2,0.0,,75.0,,Tahoe Beach & Ski Club,2017-06-29 18:28:07.883155,38.949152,-119.959909,0101000020E6100000B58828266FFD5DC06C770FD07D794340
1263237,1412,6858880,Entire home/apt,,Lake Tahoe,,Lake Tahoe,87,4.5,2,1.0,,80.0,,West Shore - Cozy Studio Loft,2017-06-29 18:28:06.841939,39.068952,-120.13618,0101000020E6100000A297512CB7085EC0357F4C6BD3884340
3317851,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,16,5.0,16,9.0,,2500.0,,9 bedroom 9 bath Mansion w/Pool,2017-06-29 18:28:03.563443,38.939102,-119.940996,0101000020E6100000AD6A494739FC5DC0D9CD8C7E34784340
1747000,1412,4094680,Entire home/apt,,Lake Tahoe,,Lake Tahoe,8,4.0,16,6.0,,1550.0,,Lakeview Zephyr Cove sleeps 16 Pool,2017-06-29 18:28:03.557085,39.002387,-119.946429,0101000020E61000001ABFF04A92FC5DC0C0779B374E804340
12971521,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,15,6.0,,3650.0,,Greystone - Lakefront,2017-06-29 18:28:03.549993,39.225666,-120.073385,0101000020E610000016C1FF56B2045EC0D9E89C9FE29C4340
12904597,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,12,9.0,,2350.0,,Wa She Shu - Lakefront,2017-06-29 18:28:03.547080,39.17569,-120.133479,0101000020E6100000FAEC80EB8A085EC0FC1D8A027D964340
15715827,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,12,5.0,,1531.0,,Camp Ta-gah-yin-ga - Lakefront,2017-06-29 18:28:03.543476,39.127522,-120.161265,0101000020E6100000533F6F2A520A5EC0A0C211A452904340
1692271,1412,4094680,Entire home/apt,,Lake Tahoe,,Lake Tahoe,2,0.0,14,5.0,,1700.0,,Luxury Heavenly Ski Lodge Hot Tub,2017-06-29 18:28:03.538352,38.970387,-119.890013,0101000020E6100000F30016F9F5F85DC056BB26A4357C4340
12904302,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,15,7.0,,1700.0,,Lake Escape - Lakefront,2017-06-29 18:28:03.535757,39.228444,-120.072591,0101000020E6100000F9BEB854A5045EC0D57B2AA73D9D4340
1873517,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,6,4.5,16,8.0,,1800.0,,8 bedroom/7 bath Premier Estate,2017-06-29 18:28:03.523011,38.936914,-119.952934,0101000020E6100000C64FE3DEFCFC5DC0109546CCEC774340
19161291,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,14,6.0,,2390.0,,West Lake Manor - Lakefront,2017-06-29 18:28:03.518576,39.101537,-120.16296,0101000020E610000098A3C7EF6D0A5EC0BF2A172AFF8C4340
9994893,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,4,5.0,14,6.0,,1650.0,,Paradise Point - Lakefront,2017-06-29 18:28:03.516341,39.226402,-120.07481,0101000020E61000007BDAE1AFC9045EC0DFDFA0BDFA9C4340
6502082,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,12,5.0,16,10.0,,3700.0,,14 bedroom/14 bath Mega Mansion,2017-06-29 18:28:03.513299,38.940331,-119.969464,0101000020E61000008FA9BBB20BFE5DC01E3526C45C784340
17023494,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,12,6.0,,5265.0,,Cedar Shores - Lakefront,2017-06-29 18:28:03.510325,39.223975,-120.095957,0101000020E6100000A034D42824065EC0910F7A36AB9C4340
837347,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,10,5.0,16,7.0,,2000.0,,7 bdrm/8 bath Mansion w/Indoor Pool,2017-06-29 18:28:03.506827,38.940792,-119.943271,0101000020E6100000F910548D5EFC5DC0522B4CDF6B784340
4642888,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,11,5.0,16,10.0,,2900.0,,10 bedroom/11 bath Grand Chateau,2017-06-29 18:28:01.983851,38.94292,-119.942689,0101000020E610000022533E0455FC5DC0465F419AB1784340
723450,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,10,3.5,16,8.0,,1900.0,,8 bdrm/7 bath next to Lodge,2017-06-29 18:28:01.981104,38.967517,-119.890488,0101000020E6100000C05E61C1FDF85DC07AA9D898D77B4340
6107018,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,12,5.0,16,7.0,,1900.0,,7 bedroom Lakeview Luxury Estate,2017-06-29 18:28:01.977791,38.940713,-119.949291,0101000020E6100000C7D8092FC1FC5DC006F6984869784340
6740513,1412,4094680,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,14,5.0,,1800.0,,LakeView Luxury Home Sleeps 14 WIFI,2017-06-29 18:28:01.973365,39.000295,-119.95486,0101000020E61000008C101E6D1CFD5DC019ADA3AA09804340
15715838,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,14,9.0,,6105.0,,Tewesi Manor - Lakefront,2017-06-29 18:28:01.965364,39.220254,-120.087894,0101000020E6100000F0E0270EA0055EC016687748319C4340
10142091,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,3,5.0,16,7.0,,1700.0,,7 Bedroom Heavenly Luxury Estate,2017-06-29 18:28:01.962045,38.941148,-119.938489,0101000020E6100000F8A92A3410FC5DC01059A48977784340
9276078,1412,37075960,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,10,4.0,,1995.0,,Bella Vista,2017-06-29 18:28:01.956789,39.237732,-120.062057,0101000020E6100000395FECBDF8035EC0399B8E006E9E4340
1579760,1412,4094680,Entire home/apt,,Lake Tahoe,,Lake Tahoe,8,5.0,16,7.0,,1600.0,,ZEPHYR COVE LODGE 7 BDRS 2 HOT TUBS,2017-06-29 18:28:01.953669,38.990103,-119.946256,0101000020E6100000346953758FFC5DC0F355F2B1BB7E4340
15768712,1412,24159707,Entire home/apt,,Lake Tahoe,,Lake Tahoe,1,0.0,14,7.0,,2000.0,,"Villa Bella, Luxury Getaway with Great Lake Views",2017-06-29 18:28:01.950333,39.239235,-120.063518,0101000020E6100000452DCDAD10045EC07F87A2409F9E4340
16095761,1412,3415785,Entire home/apt,,Lake Tahoe,,Lake Tahoe,0,0.0,12,4.0,,4529.0,,Painted Rock Lodge,2017-06-29 18:28:01.945073,39.217323,-120.087958,0101000020E6100000FB5A971AA1055EC095D5743DD19B4340
6143549,1412,3330774,Entire home/apt,,Lake Tahoe,,Lake Tahoe,7,5.0,16,8.0,,1800.0,,8 bedroom by Heavenly/casinos new Luxury Estate,2017-06-29 18:28:01.939501,38.94086,-119.990611,0101000020E6100000B403AE2B66FF5DC0AA0EB9196E784340
5111108,1412,3259940,Entire home/apt,,Lake Tahoe,,Lake Tahoe,5,5.0,14,5.0,,1700.0,,Luxury Lakefront - Private Beach,2017-06-29 18:28:01.927832,38.95153,-119.955935,0101000020E61000008386FE092EFD5DC0D9942BBCCB794340
3251020,1412,4094680,Entire home/apt,,Lake Tahoe,,Lake Tahoe,8,4.5,12,4.0,,1775.0,,Luxury Home with Outdoor Pool & Tub,2017-06-29 18:28:01.924467,39.021947,-119.946656,0101000020E6100000FB230C0396FC5DC0669FC728CF824340
